dataset,task,metric,model_a,model_b,n_folds,n_repeats,n_signflip_units,mean_diff,ci_low,ci_high,effect_size,p_value,min_possible_p,p_value_holm,holm_threshold_005,holm_feasible_005,min_folds_for_holm_005,significant_holm_005
evons,disinformation,recall,logreg_mistral,xgboost_bert,5,1,5,0.0032728550978747607,0.002361022878391217,0.004184602613947264,0.92,0.0625,0.03125,1.0,0.0017857142857142859,False,10,False
evons,disinformation,recall,logreg_mistral,xgboost_mistral,5,1,5,0.024546477444711213,0.02276973869544181,0.026066056638165302,1.0,0.0625,0.03125,1.0,0.0017857142857142859,False,10,False
evons,disinformation,recall,mlp_bert,mlp_mistral,5,1,5,-0.0045818561468309316,-0.009724787688168002,0.0005610753945061387,-0.36,0.25,0.03125,1.0,0.0017857142857142859,False,10,False
evons,disinformation,recall,mlp_bert,rf_bert,5,1,5,0.04532911783583329,0.03812974868497956,0.04974758656756913,1.0,0.0625,0.03125,1.0,0.0017857142857142859,False,10,False
evons,disinformation,recall,mlp_bert,rf_mistral,5,1,5,0.09605860273799675,0.09135959630900789,0.09977790765634129,1.0,0.0625,0.03125,1.0,0.0017857142857142859,False,10,False
evons,disinformation,recall,mlp_bert,xgboost_bert,5,1,5,0.015686328514255686,0.011337589816354798,0.018842377608352702,1.0,0.0625,0.03125,1.0,0.0017857142857142859,False,10,False
evons,disinformation,recall,mlp_bert,xgboost_mistral,5,1,5,0.03695995086109214,0.03319607008961349,0.039438033853494224,1.0,0.0625,0.03125,1.0,0.0017857142857142859,False,10,False
evons,disinformation,recall,mlp_mistral,rf_bert,5,1,5,0.04991097398266422,0.038457042665108146,0.05827899063043655,1.0,0.0625,0.03125,1.0,0.0017857142857142859,False,10,False
evons,disinformation,recall,mlp_mistral,rf_mistral,5,1,5,0.10064045888482769,0.09308687919572203,0.1064382379613911,1.0,0.0625,0.03125,1.0,0.0017857142857142859,False,10,False
evons,disinformation,recall,mlp_mistral,xgboost_bert,5,1,5,0.020268184661086618,0.011314356490426202,0.028029063652973953,1.0,0.0625,0.03125,1.0,0.0017857142857142859,False,10,False
evons,disinformation,recall,mlp_mistral,xgboost_mistral,5,1,5,0.04154180700792307,0.03387492694330805,0.0478995111520238,1.0,0.0625,0.03125,1.0,0.0017857142857142859,False,10,False
evons,disinformation,recall,rf_bert,rf_mistral,5,1,5,0.05072948490216347,0.04773600078036433,0.054190531852717716,1.0,0.0625,0.03125,1.0,0.0017857142857142859,False,10,False
evons,disinformation,recall,rf_bert,xgboost_bert,5,1,5,-0.0296427893215776,-0.031933847182477694,-0.026464056107539415,-1.0,0.0625,0.03125,1.0,0.0017857142857142859,False,10,False
evons,disinformation,recall,rf_bert,xgboost_mistral,5,1,5,-0.00836916697474115,-0.011127787664396305,-0.004628872004675632,-1.0,0.0625,0.03125,1.0,0.0017857142857142859,False,10,False
evons,disinformation,recall,rf_mistral,xgboost_bert,5,1,5,-0.08037227422374107,-0.08324956165984806,-0.07782050472849963,-1.0,0.0625,0.03125,1.0,0.0017857142857142859,False,10,False
